asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B104775,Smartwatch,DeLonghi,Health,126.27,369.15,485,4.7,784
B104776,Fitness Tracker,Nike,Sports,32.81,15.44,165,4.1,530
B104777,Headphones,Samsung,Beauty,64.19,165.91,268,1.9,269
B104778,Smartwatch,Apple,Health,270.87,128.38,101,3.6,48
B104779,Smartphone,Apple,Health,28.26,230.57,149,4.3,818
B104780,Camera,Nike,Home Appliances,98.88,8.69,141,5.0,33
B104781,Bluetooth Speaker,HP,Sports,124.04,285.87,491,3.8,239
B104782,Headphones,Apple,Home Appliances,331.12,196.57,373,3.8,595
B104783,Running Shoes,Sony,Clothing,239.72,281.77,33,3.5,916
B104784,Fitness Tracker,HP,Toys,234.62,181.88,236,1.2,687
B104785,Wireless Mouse,Bose,Toys,386.53,192.31,198,3.3,834
B104786,Headphones,Adidas,Beauty,233.79,358.74,235,4.2,313
B104787,Laptop,Nike,Beauty,180.76,88.3,332,2.6,845
B104788,Camera,Nike,Beauty,481.6,90.91,445,3.3,148
B104789,Smartphone,Nike,Health,14.06,225.99,486,4.7,794
B104790,Wireless Mouse,Samsung,Electronics,159.64,265.79,120,1.7,454
B104791,Wireless Mouse,Nike,Sports,308.6,145.1,158,2.1,156
B104792,Fitness Tracker,Apple,Electronics,393.58,210.21,37,1.4,904
B104793,Smartwatch,Apple,Sports,410.04,95.0,338,3.0,231
B104794,Laptop,Adidas,Beauty,32.58,58.68,144,4.4,206
B104795,Smartwatch,Adidas,Electronics,357.47,99.11,45,2.7,171
B104796,Smartphone,Canon,Toys,362.92,366.97,199,1.3,411
B104797,Wireless Mouse,HP,Clothing,114.9,321.72,238,2.1,165
B104798,Laptop,Apple,Toys,65.26,60.4,129,4.6,782
B104799,Laptop,Apple,Electronics,377.35,23.39,181,3.2,526
B104800,Coffee Maker,Samsung,Sports,132.26,41.81,28,4.7,925
B104801,Camera,Apple,Books,10.82,120.91,437,4.3,504
B104802,Wireless Mouse,Apple,Clothing,119.55,325.49,300,2.7,543
B104803,Wireless Mouse,Canon,Sports,25.22,131.94,67,3.5,551
B104804,Laptop,Sony,Electronics,132.1,78.33,242,3.7,75
B104805,Smartwatch,Canon,Sports,174.16,161.36,363,4.0,211
B104806,Wireless Mouse,Sony,Beauty,142.99,54.0,244,2.3,602
B104807,Laptop,Canon,Home Appliances,460.77,190.74,167,2.2,769
B104808,Wireless Mouse,Apple,Sports,123.94,271.84,266,3.7,744
B104809,Laptop,Canon,Toys,239.09,150.7,51,4.3,21
B104810,Coffee Maker,Apple,Health,479.14,73.58,109,2.7,153
B104811,Camera,Apple,Toys,440.81,184.01,398,2.3,423
B104812,Laptop,Adidas,Home Appliances,161.54,306.18,335,4.3,647
B104813,Wireless Mouse,LogiTech,Clothing,169.98,35.25,134,3.7,291
B104814,Smartphone,Sony,Sports,300.73,33.02,167,2.4,409
B104815,Camera,Bose,Clothing,459.75,130.65,493,3.1,612
B104816,Coffee Maker,HP,Books,14.9,168.95,80,4.8,592
B104817,Laptop,HP,Sports,202.63,90.51,495,4.0,120
B104818,Smartphone,Canon,Toys,426.39,15.63,338,1.9,510
B104819,Laptop,LogiTech,Health,211.13,91.73,99,2.2,646
B104820,Smartwatch,Samsung,Toys,362.83,176.97,432,2.1,511
B104821,Wireless Mouse,Bose,Clothing,349.04,36.37,153,4.4,384
B104822,Headphones,HP,Electronics,110.67,287.78,481,3.6,730
B104823,Fitness Tracker,DeLonghi,Toys,230.3,223.08,376,4.8,233
B104824,Bluetooth Speaker,Nike,Electronics,287.43,176.6,289,1.4,217
B104825,Smartwatch,DeLonghi,Toys,360.58,209.89,83,1.2,415
B104826,Smartphone,Samsung,Beauty,412.97,264.04,102,3.7,461
B104827,Smartwatch,Bose,Toys,382.37,397.95,331,2.1,338
B104828,Running Shoes,HP,Health,23.87,311.17,376,3.7,776
B104829,Laptop,Canon,Books,338.61,218.44,231,3.9,746
B104830,Laptop,Nike,Electronics,253.68,309.36,451,2.2,570
B104831,Bluetooth Speaker,Sony,Electronics,291.19,192.71,252,4.8,939
B104832,Bluetooth Speaker,HP,Toys,192.75,127.81,358,4.1,576
B104833,Running Shoes,HP,Beauty,359.87,108.47,321,2.5,245
B104834,Wireless Mouse,Samsung,Electronics,340.21,162.79,424,2.6,148
B104835,Fitness Tracker,HP,Toys,293.95,5.9,25,3.9,893
B104836,Headphones,Bose,Toys,432.19,74.9,57,2.2,403
B104837,Headphones,LogiTech,Clothing,59.93,54.98,416,2.2,688
B104838,Coffee Maker,Bose,Sports,157.5,384.34,302,3.5,502
B104839,Coffee Maker,Sony,Electronics,252.61,30.61,100,1.5,992
B104840,Wireless Mouse,LogiTech,Health,479.72,202.88,388,5.0,383
B104841,Coffee Maker,HP,Home Appliances,45.26,368.29,119,2.1,32
B104842,Coffee Maker,HP,Clothing,175.17,244.97,151,2.5,401
B104843,Running Shoes,Nike,Electronics,463.69,200.63,80,1.9,424
B104844,Running Shoes,HP,Health,449.99,298.48,331,3.6,656
B104845,Coffee Maker,Apple,Beauty,433.97,144.58,150,1.2,887
B104846,Smartwatch,Sony,Electronics,161.11,81.52,359,4.7,268
B104847,Camera,Adidas,Books,424.95,339.68,126,2.2,752
B104848,Camera,Canon,Home Appliances,257.62,27.35,289,4.7,298
B104849,Wireless Mouse,Nike,Home Appliances,313.69,324.08,41,2.0,112
B104850,Headphones,DeLonghi,Health,127.02,45.83,190,3.1,840
B104851,Bluetooth Speaker,LogiTech,Books,356.27,252.1,422,3.8,503
B104852,Wireless Mouse,Adidas,Books,170.57,193.43,440,3.5,320
B104853,Coffee Maker,Canon,Electronics,178.5,399.42,63,3.0,918
B104854,Running Shoes,HP,Sports,322.04,158.23,205,4.2,39
B104855,Laptop,Bose,Health,127.52,383.13,341,2.9,673
B104856,Smartwatch,Apple,Books,119.97,164.49,204,2.3,547
B104857,Smartphone,LogiTech,Home Appliances,190.89,274.27,439,3.9,945
B104858,Running Shoes,LogiTech,Health,391.25,259.25,179,4.7,364
B104859,Camera,LogiTech,Home Appliances,120.09,39.15,346,3.4,205
B104860,Running Shoes,Sony,Electronics,395.79,298.63,497,2.1,885
B104861,Smartwatch,LogiTech,Health,350.85,87.42,321,4.1,980
B104862,Bluetooth Speaker,Nike,Sports,342.75,158.43,105,4.0,234
B104863,Coffee Maker,Canon,Toys,242.63,313.97,313,2.1,106
B104864,Laptop,Bose,Health,375.49,378.0,86,2.5,596
B104865,Camera,Nike,Books,16.62,226.12,411,1.6,91
B104866,Camera,Nike,Books,159.75,210.16,441,1.3,735
B104867,Fitness Tracker,Apple,Electronics,342.78,204.44,439,4.2,413
B104868,Headphones,Bose,Clothing,493.77,327.54,480,2.5,39
B104869,Bluetooth Speaker,Apple,Clothing,11.23,397.28,328,2.1,395
B104870,Camera,LogiTech,Sports,259.89,255.27,251,2.0,604
B104871,Headphones,LogiTech,Home Appliances,462.68,154.56,482,1.3,896
B104872,Camera,Nike,Home Appliances,433.13,91.37,338,4.9,473
B104873,Coffee Maker,Nike,Toys,21.34,83.53,4,2.5,783
B104874,Headphones,LogiTech,Home Appliances,269.48,343.18,321,1.7,465
B104875,Smartwatch,Samsung,Clothing,12.1,396.98,184,4.5,864
B104876,Fitness Tracker,Canon,Clothing,396.89,280.71,181,3.9,305
B104877,Coffee Maker,Sony,Beauty,161.35,382.55,300,3.7,745
B104878,Smartwatch,Adidas,Books,385.14,143.25,16,2.2,42
B104879,Laptop,HP,Toys,472.95,252.9,94,2.7,854
B104880,Bluetooth Speaker,DeLonghi,Sports,488.28,207.12,279,4.4,955
B104881,Bluetooth Speaker,Bose,Toys,448.11,195.4,415,3.6,132
B104882,Smartphone,Apple,Health,110.03,254.79,156,2.4,916
B104883,Smartphone,Bose,Sports,105.35,127.58,434,1.4,576
B104884,Headphones,LogiTech,Clothing,316.63,258.05,357,4.6,350
B104885,Bluetooth Speaker,Adidas,Home Appliances,276.59,270.78,16,4.8,593
B104886,Headphones,DeLonghi,Electronics,14.67,335.26,41,3.9,148
B104887,Smartphone,Nike,Toys,201.95,293.54,137,3.8,70
B104888,Laptop,Nike,Toys,454.28,131.31,258,3.2,320
B104889,Camera,Apple,Books,450.2,183.07,366,4.9,790
B104890,Smartwatch,Canon,Beauty,109.91,52.55,43,3.8,602
B104891,Running Shoes,HP,Beauty,197.16,106.63,66,1.3,443
B104892,Headphones,Canon,Beauty,284.58,210.77,352,1.4,897
B104893,Laptop,Adidas,Books,427.86,44.8,208,4.9,766
B104894,Smartwatch,Canon,Clothing,270.68,230.39,245,4.8,161
B104895,Bluetooth Speaker,Apple,Sports,484.42,159.16,243,3.2,824
B104896,Camera,DeLonghi,Beauty,401.54,18.73,77,1.9,783
B104897,Smartwatch,DeLonghi,Electronics,477.02,176.61,433,3.3,359
B104898,Fitness Tracker,DeLonghi,Health,368.43,116.05,219,4.1,457
B104899,Smartphone,Nike,Books,440.04,31.46,381,1.0,851
B104900,Smartwatch,Samsung,Books,417.19,120.88,223,4.3,687
B104901,Running Shoes,Adidas,Home Appliances,134.38,121.17,353,2.9,996
B104902,Laptop,HP,Home Appliances,122.47,145.25,21,2.9,792
B104903,Camera,Adidas,Clothing,433.55,149.76,147,2.7,195
B104904,Coffee Maker,Adidas,Beauty,51.49,174.76,368,3.8,159
B104905,Smartwatch,Canon,Clothing,210.2,41.32,313,1.8,505
B104906,Wireless Mouse,Sony,Books,412.12,7.08,77,3.4,812
B104907,Running Shoes,Adidas,Sports,408.49,295.72,316,1.2,91
B104908,Running Shoes,Apple,Health,78.0,138.25,403,4.2,679
B104909,Wireless Mouse,Sony,Beauty,248.98,247.38,355,4.3,652
B104910,Fitness Tracker,Samsung,Electronics,245.12,126.28,448,2.2,260
B104911,Coffee Maker,Apple,Books,168.62,393.75,35,1.4,144
B104912,Smartphone,Adidas,Sports,459.42,129.59,126,4.0,238
B104913,Laptop,Bose,Sports,330.03,243.99,417,2.9,70
B104914,Camera,Nike,Beauty,490.29,91.89,323,4.7,905
B104915,Laptop,Canon,Books,42.72,209.53,496,2.4,474
B104916,Coffee Maker,LogiTech,Beauty,203.23,233.84,469,4.4,698
B104917,Laptop,HP,Sports,419.22,77.22,232,1.1,546
B104918,Wireless Mouse,HP,Toys,217.12,53.84,87,4.1,918
B104919,Running Shoes,Apple,Beauty,138.32,389.57,304,3.7,695
B104920,Laptop,HP,Sports,498.93,357.84,188,3.1,655
B104921,Headphones,Sony,Books,437.83,265.73,493,4.6,307
B104922,Smartwatch,DeLonghi,Sports,277.77,345.12,45,4.8,666
B104923,Coffee Maker,Bose,Beauty,285.24,42.75,331,4.7,398
B104924,Fitness Tracker,LogiTech,Health,13.36,293.1,324,3.4,701
B104925,Headphones,HP,Books,490.69,117.81,452,3.1,773
B104926,Wireless Mouse,HP,Home Appliances,405.08,218.1,399,2.1,102
B104927,Bluetooth Speaker,Apple,Books,28.0,307.1,348,1.6,279
B104928,Wireless Mouse,Adidas,Sports,96.4,18.22,484,3.2,754
B104929,Fitness Tracker,Nike,Books,412.31,279.46,72,1.6,598
B104930,Fitness Tracker,Canon,Electronics,52.56,176.77,216,1.7,132
B104931,Headphones,Canon,Books,471.48,178.67,98,2.4,710
B104932,Smartwatch,Canon,Books,499.95,363.37,271,1.7,85
B104933,Coffee Maker,Canon,Beauty,444.35,344.6,407,3.0,604
B104934,Smartphone,Samsung,Electronics,372.06,27.73,444,3.7,180
B104935,Running Shoes,LogiTech,Electronics,248.77,249.23,91,3.8,670
B104936,Headphones,Adidas,Electronics,50.39,177.16,142,3.1,34
B104937,Fitness Tracker,Nike,Clothing,367.92,51.54,117,3.1,505
B104938,Bluetooth Speaker,Nike,Toys,204.46,341.17,2,2.9,609
B104939,Camera,Apple,Clothing,289.41,33.25,381,2.0,658
B104940,Fitness Tracker,Bose,Books,153.76,17.68,483,3.6,33
B104941,Smartwatch,HP,Clothing,128.66,83.02,43,3.6,477
B104942,Smartwatch,HP,Beauty,168.91,124.83,71,2.0,722
B104943,Fitness Tracker,Adidas,Clothing,408.78,29.05,144,3.8,465
B104944,Smartwatch,Samsung,Electronics,218.98,258.32,342,4.4,384
B104945,Headphones,Sony,Electronics,162.74,177.67,246,3.4,680
B104946,Fitness Tracker,DeLonghi,Home Appliances,222.16,167.81,284,1.5,121
B104947,Fitness Tracker,Adidas,Clothing,25.82,62.41,416,2.3,308
B104948,Coffee Maker,Sony,Toys,446.4,177.93,327,1.4,207
B104949,Running Shoes,DeLonghi,Beauty,280.36,159.12,214,2.2,125
B104950,Bluetooth Speaker,Nike,Beauty,61.36,156.54,107,1.8,504
B104951,Smartwatch,Samsung,Beauty,151.32,91.33,386,3.2,703
B104952,Coffee Maker,Adidas,Books,491.94,42.3,456,2.7,935
B104953,Smartphone,Canon,Health,300.6,107.98,263,3.9,61
B104954,Smartphone,Nike,Beauty,152.79,268.57,294,2.5,54
B104955,Laptop,Sony,Health,218.91,33.8,176,1.6,347
B104956,Headphones,Adidas,Sports,136.65,156.02,469,1.9,373
B104957,Headphones,Adidas,Toys,25.58,208.18,107,3.2,522
B104958,Wireless Mouse,Apple,Toys,422.59,385.44,86,2.8,239
B104959,Bluetooth Speaker,LogiTech,Home Appliances,153.31,338.31,227,1.2,819
B104960,Fitness Tracker,Nike,Books,420.82,367.06,82,1.8,223
B104961,Smartwatch,Adidas,Books,244.49,328.9,329,2.2,537
B104962,Bluetooth Speaker,HP,Electronics,99.62,237.7,241,3.9,841
B104963,Laptop,HP,Electronics,402.92,345.01,2,3.9,854
B104964,Wireless Mouse,LogiTech,Toys,194.78,228.27,251,3.8,47
B104965,Coffee Maker,Adidas,Home Appliances,356.79,146.31,42,4.3,812
B104966,Bluetooth Speaker,Canon,Books,420.24,152.08,426,4.5,486
B104967,Coffee Maker,LogiTech,Home Appliances,481.86,228.36,81,1.3,800
B104968,Smartphone,LogiTech,Sports,52.05,324.73,488,3.0,959
B104969,Smartwatch,Sony,Health,14.11,57.79,404,1.6,589
B104970,Laptop,Sony,Books,278.73,20.51,262,2.4,520
B104971,Fitness Tracker,Bose,Electronics,139.48,316.88,395,3.7,333
B104972,Smartwatch,Nike,Toys,239.86,260.8,197,3.4,739
B104973,Running Shoes,DeLonghi,Home Appliances,45.6,329.42,248,1.5,246
B104974,Headphones,LogiTech,Health,255.78,390.79,330,4.0,104
B104975,Laptop,Sony,Health,71.18,104.3,471,4.1,513
B104976,Bluetooth Speaker,Samsung,Beauty,420.91,81.75,481,1.6,508
B104977,Smartwatch,Bose,Health,382.15,139.69,296,3.5,887
B104978,Camera,Adidas,Electronics,46.3,351.8,384,4.8,458
B104979,Headphones,Nike,Toys,419.81,10.52,36,1.4,371
B104980,Headphones,Adidas,Electronics,169.23,9.16,103,1.7,781
B104981,Camera,Bose,Books,182.9,90.63,435,4.1,675
B104982,Wireless Mouse,Apple,Home Appliances,98.1,153.49,303,2.3,34
B104983,Wireless Mouse,HP,Sports,419.3,124.43,98,4.8,575
B104984,Camera,Nike,Beauty,208.31,330.84,145,3.5,617
B104985,Running Shoes,HP,Clothing,33.93,277.44,282,2.9,243
B104986,Smartphone,Samsung,Beauty,483.46,335.94,437,2.4,408
B104987,Camera,Adidas,Health,135.38,156.59,127,2.0,864
B104988,Smartphone,Apple,Electronics,468.73,240.35,304,3.6,520
B104989,Smartwatch,Samsung,Clothing,157.61,208.6,283,3.4,204
B104990,Running Shoes,DeLonghi,Home Appliances,417.4,192.52,302,2.4,554
B104991,Laptop,Adidas,Books,335.47,118.8,67,4.7,777
B104992,Smartphone,Bose,Beauty,432.03,285.14,379,4.0,696
B104993,Headphones,Apple,Electronics,488.3,211.99,147,2.0,544
B104994,Smartwatch,Nike,Books,437.03,36.05,328,4.8,492
B104995,Headphones,Apple,Sports,207.8,5.21,81,4.0,904
B104996,Running Shoes,Adidas,Health,409.11,13.03,253,4.6,565
B104997,Smartphone,Sony,Sports,358.71,35.0,242,1.5,743
B104998,Coffee Maker,Samsung,Health,40.19,151.53,65,1.1,268
B104999,Running Shoes,Apple,Toys,465.58,125.74,71,3.0,151
B105000,Running Shoes,HP,Toys,238.32,66.87,36,2.8,61
B105001,Coffee Maker,Samsung,Toys,75.88,208.6,67,4.5,167
B105002,Smartwatch,HP,Books,218.44,388.22,83,1.7,383
B105003,Smartphone,Apple,Toys,305.54,68.48,170,1.1,826
B105004,Smartphone,Sony,Home Appliances,290.74,103.98,475,3.1,311
B105005,Headphones,Samsung,Clothing,291.65,187.53,67,1.7,575
B105006,Running Shoes,Bose,Clothing,135.36,258.13,98,1.2,59
B105007,Running Shoes,Samsung,Books,320.02,242.1,325,1.1,976
B105008,Fitness Tracker,Nike,Books,454.63,210.87,433,1.6,992
B105009,Laptop,Apple,Toys,200.45,296.22,293,2.5,278
B105010,Running Shoes,DeLonghi,Health,318.98,339.15,250,4.5,666
B105011,Bluetooth Speaker,Adidas,Clothing,129.55,399.59,302,4.0,619
B105012,Laptop,LogiTech,Beauty,33.66,188.88,208,3.1,316
B105013,Bluetooth Speaker,Canon,Clothing,297.01,398.01,312,2.7,299
B105014,Smartphone,DeLonghi,Toys,33.3,293.55,375,2.8,568
B105015,Laptop,HP,Books,364.56,264.65,63,4.5,42
B105016,Running Shoes,Bose,Sports,338.47,257.67,78,3.9,317
B105017,Coffee Maker,Bose,Health,190.97,364.74,30,1.7,921
B105018,Headphones,Canon,Beauty,211.53,379.43,352,4.8,983
B105019,Bluetooth Speaker,Sony,Sports,459.7,75.5,251,4.1,970
B105020,Laptop,Nike,Toys,16.44,199.9,319,1.1,860
B105021,Running Shoes,Adidas,Sports,286.02,376.87,115,3.0,111
B105022,Laptop,DeLonghi,Home Appliances,462.45,155.93,365,3.6,959
B105023,Running Shoes,LogiTech,Home Appliances,457.85,96.91,332,1.2,964
B105024,Running Shoes,Samsung,Home Appliances,296.48,45.55,219,2.4,919
B105025,Running Shoes,Canon,Books,196.8,240.9,154,3.6,968
B105026,Fitness Tracker,Sony,Books,58.46,281.61,496,4.3,886
B105027,Headphones,Bose,Books,95.15,82.24,221,4.9,506
B105028,Coffee Maker,LogiTech,Books,343.04,271.09,23,1.5,841
B105029,Coffee Maker,Bose,Books,18.15,360.35,369,3.5,906
B105030,Laptop,Apple,Toys,442.91,101.21,214,4.6,734
B105031,Laptop,Canon,Beauty,298.09,53.19,148,3.9,706
B105032,Running Shoes,Sony,Sports,32.12,334.99,358,3.5,472
B105033,Fitness Tracker,Samsung,Toys,127.49,367.0,302,1.9,692
B105034,Running Shoes,HP,Beauty,301.16,89.87,208,4.3,170
B105035,Fitness Tracker,Sony,Sports,27.44,289.95,159,3.2,359
B105036,Running Shoes,Adidas,Toys,392.19,238.41,451,1.4,410
B105037,Bluetooth Speaker,Samsung,Home Appliances,460.76,99.48,405,4.7,256
B105038,Bluetooth Speaker,DeLonghi,Electronics,481.0,330.34,307,5.0,48
B105039,Smartphone,Sony,Books,369.49,190.82,167,3.2,559
B105040,Running Shoes,Samsung,Electronics,429.84,281.63,63,4.1,463
B105041,Headphones,DeLonghi,Electronics,309.25,124.06,325,3.3,738
B105042,Smartphone,Sony,Home Appliances,234.69,327.23,276,2.7,718
B105043,Laptop,LogiTech,Electronics,359.44,109.39,375,2.6,225
B105044,Smartwatch,HP,Electronics,119.85,149.09,23,4.9,692
B105045,Running Shoes,LogiTech,Home Appliances,63.79,159.63,224,2.5,522
B105046,Bluetooth Speaker,Adidas,Beauty,383.31,86.54,426,3.0,392
B105047,Smartwatch,Samsung,Sports,479.51,350.38,201,2.0,828
B105048,Fitness Tracker,DeLonghi,Toys,292.96,49.83,387,2.0,632
B105049,Smartwatch,Apple,Clothing,246.45,227.44,283,2.4,87
B105050,Headphones,Sony,Electronics,271.86,326.59,347,4.7,100
B105051,Running Shoes,Apple,Beauty,244.45,234.46,458,2.6,98
B105052,Coffee Maker,Sony,Books,226.68,134.12,336,3.2,533
B105053,Smartwatch,Adidas,Home Appliances,474.05,313.64,408,3.2,615
B105054,Coffee Maker,Apple,Health,245.08,202.18,215,3.3,485
B105055,Fitness Tracker,DeLonghi,Health,49.74,69.39,265,4.3,70
B105056,Smartphone,Nike,Electronics,385.1,130.16,386,4.6,427
B105057,Coffee Maker,LogiTech,Clothing,201.87,238.82,390,1.8,285
B105058,Smartphone,DeLonghi,Sports,358.24,265.22,229,4.4,315
B105059,Bluetooth Speaker,Bose,Beauty,293.99,221.51,227,3.2,476
B105060,Running Shoes,Canon,Sports,359.46,112.44,327,4.7,566
B105061,Smartwatch,Adidas,Clothing,40.38,239.53,335,4.7,126
B105062,Bluetooth Speaker,HP,Books,26.6,136.32,277,2.6,550
B105063,Bluetooth Speaker,Sony,Electronics,195.49,93.84,230,3.6,424
B105064,Camera,DeLonghi,Books,349.65,378.48,356,4.5,904
B105065,Wireless Mouse,Apple,Sports,119.6,129.37,215,2.5,896
B105066,Headphones,Canon,Health,222.37,137.57,157,1.2,386
B105067,Smartphone,Nike,Sports,490.6,359.23,13,2.4,964
B105068,Camera,Bose,Toys,115.29,61.36,197,2.5,138
B105069,Wireless Mouse,Apple,Sports,425.49,235.91,111,4.2,131
B105070,Headphones,LogiTech,Home Appliances,414.48,314.57,103,2.2,235
B105071,Smartphone,Nike,Toys,446.76,113.1,103,4.6,160
B105072,Running Shoes,Canon,Books,458.42,338.41,170,3.2,416
B105073,Headphones,Samsung,Sports,258.59,309.01,109,3.3,556
B105074,Smartwatch,Samsung,Clothing,344.15,197.01,376,4.2,403
B105075,Bluetooth Speaker,Canon,Home Appliances,313.26,51.89,126,1.5,164
B105076,Wireless Mouse,Samsung,Toys,161.38,388.19,235,1.1,851
B105077,Wireless Mouse,Adidas,Home Appliances,147.1,251.57,385,1.2,225
B105078,Wireless Mouse,DeLonghi,Toys,177.37,209.25,148,1.1,148
B105079,Smartphone,Sony,Toys,117.04,354.75,171,3.8,313
B105080,Smartwatch,DeLonghi,Toys,381.12,171.44,1,2.0,306
B105081,Headphones,Bose,Beauty,482.64,227.64,483,4.4,838
B105082,Bluetooth Speaker,DeLonghi,Beauty,435.21,344.07,40,4.5,655
B105083,Smartwatch,DeLonghi,Clothing,116.79,160.22,237,2.4,735
B105084,Camera,LogiTech,Books,35.44,310.09,7,1.8,419
B105085,Running Shoes,Sony,Toys,380.98,106.17,163,3.0,177
B105086,Coffee Maker,DeLonghi,Toys,201.2,282.43,436,4.3,330
B105087,Smartwatch,Sony,Beauty,414.06,206.62,290,3.7,503
B105088,Camera,HP,Home Appliances,391.83,70.14,434,1.1,687
B105089,Bluetooth Speaker,Samsung,Toys,316.45,58.72,325,1.0,540
B105090,Coffee Maker,Apple,Books,135.12,185.79,157,1.5,297
B105091,Coffee Maker,LogiTech,Health,60.98,285.78,114,2.3,609
B105092,Smartwatch,Samsung,Clothing,133.8,243.3,112,3.1,186
B105093,Wireless Mouse,Sony,Clothing,259.78,342.62,475,4.3,950
B105094,Laptop,Samsung,Home Appliances,489.94,158.92,455,1.6,887
B105095,Bluetooth Speaker,DeLonghi,Health,41.21,338.24,257,1.6,841
B105096,Wireless Mouse,Apple,Toys,108.04,19.63,73,4.5,450
B105097,Bluetooth Speaker,DeLonghi,Home Appliances,317.37,149.49,495,4.7,917
B105098,Laptop,Bose,Beauty,159.14,33.83,442,3.2,735
B105099,Running Shoes,DeLonghi,Clothing,430.67,368.1,193,4.1,619
B105100,Laptop,Apple,Books,78.31,192.75,475,2.4,83
B105101,Fitness Tracker,Nike,Home Appliances,481.95,129.88,273,4.8,891
B105102,Smartwatch,HP,Books,457.06,199.53,446,4.6,257
B105103,Smartwatch,Sony,Beauty,444.89,215.47,224,4.4,647
B105104,Camera,HP,Beauty,94.8,339.26,361,1.1,113
B105105,Wireless Mouse,Bose,Health,171.45,219.26,94,3.1,808
B105106,Camera,HP,Health,404.01,175.4,207,1.1,639
B105107,Fitness Tracker,Samsung,Sports,405.83,384.74,170,3.7,88
B105108,Laptop,Canon,Toys,355.54,387.58,156,1.7,650
B105109,Smartwatch,LogiTech,Books,229.54,20.17,244,3.6,535
B105110,Smartphone,Apple,Toys,162.68,284.2,3,1.4,921
B105111,Laptop,LogiTech,Health,481.85,151.84,220,4.0,546
B105112,Laptop,Apple,Books,78.24,271.7,5,3.9,999
B105113,Fitness Tracker,Sony,Electronics,31.44,256.58,194,1.0,644
B105114,Running Shoes,HP,Health,14.47,135.39,54,4.2,910
B105115,Bluetooth Speaker,Sony,Electronics,389.76,394.73,422,1.7,617
B105116,Fitness Tracker,DeLonghi,Electronics,37.79,146.06,464,1.4,781
B105117,Bluetooth Speaker,DeLonghi,Health,273.94,254.63,300,3.0,420
B105118,Smartwatch,LogiTech,Books,189.97,326.29,209,3.4,785
B105119,Fitness Tracker,Adidas,Clothing,81.98,62.46,76,1.4,971
B105120,Bluetooth Speaker,Adidas,Clothing,372.89,123.72,218,2.2,962
B105121,Camera,Canon,Toys,36.95,83.59,441,2.6,615
B105122,Fitness Tracker,Adidas,Electronics,166.01,313.82,497,4.8,173
B105123,Smartwatch,Bose,Toys,285.47,321.48,118,2.0,736
B105124,Fitness Tracker,Samsung,Books,207.18,106.1,455,2.0,579
B105125,Smartwatch,Samsung,Toys,136.98,6.63,280,3.6,501
B105126,Fitness Tracker,DeLonghi,Toys,463.74,172.22,80,3.9,568
B105127,Bluetooth Speaker,Adidas,Electronics,466.18,276.42,466,1.0,551
B105128,Running Shoes,Canon,Health,213.89,250.89,187,1.5,473
B105129,Headphones,Apple,Clothing,202.93,181.05,8,2.4,212
B105130,Bluetooth Speaker,DeLonghi,Home Appliances,160.62,124.27,91,3.5,172
B105131,Wireless Mouse,Sony,Sports,429.32,192.38,346,1.5,399
B105132,Coffee Maker,Adidas,Books,288.28,10.97,351,2.4,623
B105133,Running Shoes,DeLonghi,Books,53.87,34.18,210,1.3,829
B105134,Camera,Adidas,Books,428.13,69.26,258,3.3,278
B105135,Laptop,Bose,Sports,272.09,252.04,41,2.7,215
B105136,Bluetooth Speaker,Canon,Home Appliances,213.64,91.43,215,4.2,712
B105137,Fitness Tracker,LogiTech,Clothing,175.55,172.23,184,3.3,509
B105138,Bluetooth Speaker,Nike,Toys,58.72,250.46,304,3.6,594
B105139,Smartphone,Canon,Clothing,478.78,333.08,241,3.7,218
B105140,Running Shoes,Adidas,Beauty,373.21,222.11,106,3.4,103
B105141,Headphones,Sony,Books,74.57,74.96,22,1.1,990
B105142,Camera,Sony,Toys,260.52,380.94,353,4.3,50
B105143,Smartphone,LogiTech,Electronics,282.23,40.56,245,4.7,768
B105144,Smartwatch,HP,Clothing,92.27,150.01,274,3.1,76
B105145,Smartphone,Sony,Electronics,219.34,368.92,79,1.4,428
B105146,Bluetooth Speaker,DeLonghi,Electronics,326.42,242.92,425,3.6,3
B105147,Camera,Sony,Health,149.17,266.75,323,2.5,310
B105148,Bluetooth Speaker,Nike,Clothing,172.49,124.17,304,1.3,88
B105149,Smartwatch,LogiTech,Books,69.79,36.02,378,4.4,649
B105150,Laptop,DeLonghi,Sports,212.49,149.48,23,3.8,470
B105151,Camera,Adidas,Books,296.09,163.85,111,4.2,761
B105152,Laptop,Canon,Electronics,67.1,111.76,130,4.2,362
B105153,Running Shoes,LogiTech,Electronics,311.24,90.12,362,2.4,29
B105154,Running Shoes,Nike,Books,204.92,145.43,260,2.9,909
B105155,Laptop,Samsung,Sports,342.31,257.57,154,1.9,735
B105156,Running Shoes,Nike,Sports,164.27,379.87,19,4.0,157
B105157,Camera,Apple,Health,288.56,282.99,49,3.1,516
B105158,Fitness Tracker,Apple,Toys,310.27,312.94,74,3.6,492
B105159,Wireless Mouse,Samsung,Home Appliances,348.35,125.9,214,2.4,270
B105160,Running Shoes,Bose,Electronics,380.9,46.35,53,3.7,400
B105161,Running Shoes,Sony,Beauty,76.81,120.15,390,3.7,47
